CHE_name,CNES_name,Address,Campus_Size,Housing,Total_All_Undergrad_Grant/Scholarship,AVG_All_Undergrad_Grant/Scholarship,Total_Federal_Student_Loans,AVG_Dederal_Student_Loans_Amount,undergraduate_population,graduate_population,total_number_faculty,college_year,control,state,zipcode,city,county,Tuition_out_state_undergraduate,Tuition_in_state_undergraduate,Tuition_In_state_graduate,Tuition_Out_State_Graduate,Tuition_fee_graduate_In_State,Tuition_fee_graduate_Out_State,Average_Tuition,Average_Expense,AVG_Tuition-Grad-2019-2020,AVG_Fee-Grad-2019-2020
Lake Tahoe Community College,Lake Tahoe Community College,"One College Drive, South Lake Tahoe, California 96150",Rural: Fringe,Yes,2562244.0,1921.0,(*),(*),2577,0,179,2,Public,CA,96150,South Lake Tahoe,El Dorado County,7600.5,1224.0,0,0,0,0,0.0,19998.0,,
Lake Washington Institute of Technology,Lake Washington Institute of Technology,"11605 132nd Ave NE, Kirkland, Washington 98034-8506",Suburb: Large,No,5527725.0,5912.0,2635298.00 ,6935.00 ,3620,0,264,4,"primarilyassociate's,Public",WA,98034,Kirkland,King County,9576.0,4216.25,0,0,0,0,0.0,19514.0,,
Lake-Sumter State College,Lake-Sumter State College,"9501 US Hwy 441, Leesburg, Florida 34788-8751",Suburb: Midsize,No,7253089.0,3729.0,2229954.00 ,1108.00 ,4872,0,161,4,"primarilyassociate's,Public",FL,34788,Leesburg,Lake County,13291.0,3187.0,0,0,0,0,0.0,16773.25,,
Lakeland Community College,Lakeland Community College,"7700 Clocktower Drive, Kirtland, Ohio 44094-5198",Suburb: Large,No,15275880.0,5741.0,7416717.00 ,5470.00 ,6628,0,496,2,Public,OH,44094,Willoughby,Lake County,9326.75,4314.75,0,0,0,0,0.0,14305.25,,
Lakeland University,Lakeland University,"W3718 South Drive, Plymouth, Wisconsin 53073",Rural: Fringe,Yes,14779556.0,11610.0,9551596.00 ,6624.00 ,1787,724,222,4,Privatenot-for-profit,WI,53073,Plymouth,Sheboygan County,0.0,0.0,0,0,0,0,28267.5,41846.0,11286.0,0.0
Lakes Region Community College,Lakes Region Community College,"379 Belmont Road, Laconia, New Hampshire 03246",Rural: Fringe,Yes,1670207.0,4478.0,2226750.00 ,5844.00 ,700,0,125,2,Public,NH,3246,Laconia,Belknap County,15326.5,6880.0,0,0,0,0,0.0,24270.5,,
Lakeshore Technical College,Lakeshore Technical College,"1290 North Avenue, Cleveland, Wisconsin 53015-1414",Rural: Distant,No,4030565.0,4601.0,2281977.00 ,3571.00 ,2660,0,161,2,Public,WI,53015,Cleveland,Manitowoc County,6224.25,4224.25,0,0,0,0,0.0,17282.75,,
Lamar Community College,Lamar Community College,"2401 S Main St, Lamar, Colorado 81052-3999",Town: Remote,Yes,2816666.0,5832.0,816683.00 ,5445.00 ,849,0,55,2,Public,CO,81052,Lamar,Prowers County,6245.75,3894.5,0,0,0,0,0.0,17412.5,,
Lamar Institute of Technology,Lamar Institute of Technology,"855 E Lavaca, Beaumont, Texas 77705",City: Midsize,No,6654996.0,4911.0,3321309.00 ,6656.00 ,4015,0,186,2,Public,TX,77705,Beaumont,Jefferson County,14352.0,4392.0,0,0,0,0,0.0,16469.75,,
Lamar State College -Port Arthur ,Lamar State College-Port Arthur,"1500 Proctor St, Port Arthur, Texas 77640",City: Small,No,4664948.0,4895.0,2343091.00 ,2541.00 ,2537,0,120,2,Public,TX,77640,Port Arthur,Jefferson County,17941.5,5491.5,0,0,0,0,0.0,20826.5,,
Lamar State College-Orange,Lamar State College-Orange,"410 Front St, Orange, Texas 77630",Suburb: Midsize,No,5272096.0,3661.0,3203254.00 ,6605.00 ,2395,0,94,2,Public,TX,77630,Orange,Orange County,13954.5,3992.5,0,0,0,0,0.0,10342.5,,
Lamar University,Lamar University,"4400 MLK Blvd, Beaumont, Texas 77705",City: Midsize,Yes,39710799.0,7431.0,28147171.00 ,7305.00 ,8701,6759,585,4,Public,TX,77705,Beaumont,Jefferson County,18291.75,8331.75,6324,13920,1940,1940,0.0,22459.75,,
Lancaster Bible College,Lancaster Bible College,"901 Eden Rd, Lancaster, Pennsylvania 17601-5036",Suburb: Large,Yes,12699885.0,8850.0,7343218.00 ,6994.00 ,1740,432,246,4,Privatenot-for-profit,PA,17601,Lancaster,Lancaster County,0.0,0.0,0,0,0,0,24160.0,36317.5,10440.0,990.0
Lancaster County Career and Technology Center,Lancaster County Career and Technology Center,"1730 Hans Herr Dr, Willow Street, Pennsylvania 17584",Suburb: Large,No,975763.0,3872.0,2733486.00 ,7428.00 ,333,0,126,2,Public,PA,17584,Willow Street,Lancaster County,0.0,0.0,0,0,0,0,13671.75,32267.25,,
Lander University,Lander University,"320 Stanley Avenue, Greenwood, South Carolina 29649-2099",Town: Distant,Yes,26219777.0,10450.0,12187274.00 ,6598.00 ,3144,82,255,4,Public,SC,29649,Greenwood,Greenwood County,21175.0,11575.0,8856,16844,1000,1000,0.0,24517.5,,
Landing School,The Landing School,"286 River Rd, Arundel, Maine 04046",Rural: Fringe,No,251557.0,7399.0,158250.00 ,6880.00 ,54,0,9,2,Privatenot-for-profit,ME,4046,Kennebunkport,York County,0.0,0.0,0,0,0,0,22840.25,38240.75,,
Landmark College,Landmark College,"19 River Rd South, Putney, Vermont 05346",Rural: Distant,Yes,7994797.0,21784.0,1028407.00 ,6550.00 ,502,38,76,4,"primarilyassociate's,Privatenot-for-profit",VT,5346,Putney,Windham County,0.0,0.0,0,0,0,0,55825.0,73005.0,,
Lane College,Lane College,"545 Lane Ave, Jackson, Tennessee 38301-4598",City: Small,Yes,20295610.0,18268.0,9811749.00 ,9093.00 ,1267,0,66,4,Privatenot-for-profit,TN,38301,Jackson,Madison County,0.0,0.0,0,0,0,0,11065.0,21972.5,,
Lane Community College,Lane Community College,"4000 E 30th Ave, Eugene, Oregon 97405-0640",Rural: Fringe,Yes,23823967.0,5864.0,9195500.00 ,4568.00 ,8861,0,472,2,Public,OR,97405,Eugene,Lane County,10142.25,4643.25,0,0,0,0,0.0,17539.75,,
Laney College,Laney College,"900 Fallon Sreet, Oakland, California 94607",City: Large,No,15042115.0,2713.0,786424.00 ,6554.00 ,10424,0,373,2,Public,CA,94607,Oakland,Alameda County,7344.25,1224.25,0,0,0,0,0.0,22326.5,,
Langston University,Langston University,"102 Page Hall, Langston, Oklahoma 73050",Rural: Distant,Yes,13207227.0,8224.0,11660764.00 ,8998.00 ,2026,164,152,4,Public,OK,73050,Langston,Logan County,13446.25,6079.25,3273,8374,1588,1588,0.0,20277.5,,
Lanier Technical College,Lanier Technical College,"2535 Lanier Tech Drive, Gainesville, Georgia 30507",Rural: Fringe,No,14762803.0,4839.0,0.00 ,_,4616,0,316,2,Public,GA,30507,Gainesville,Hall County,6115.75,3363.25,0,0,0,0,0.0,14341.25,,
Lansing Community College,Lansing Community College,"610 N Capitol Ave, Lansing, Michigan 48933",City: Midsize,No,17917637.0,4065.0,9679314.00 ,3954.00 ,11673,0,1359,2,Public,MI,48933,Lansing,Ingham County,9735.0,6622.5,0,0,0,0,0.0,13240.0,,
Laramie County Community College,Laramie County Community College,"1400 E College Dr, Cheyenne, Wyoming 82007-3299",Suburb: Small,Yes,8534643.0,4659.0,5647097.00 ,5358.00 ,4154,0,261,2,Public,WY,82007,Cheyenne,Laramie County,8456.75,3647.75,0,0,0,0,0.0,14442.25,,
Laredo College,Laredo Beauty College Inc,"3020 N Meadow Ave, Laredo, Texas 78040",City: Large,No,634453.0,4665.0,0.00 ,_,130,0,8,<2,Privatefor-profit,TX,78040,Laredo,Webb County,0.0,0.0,0,0,0,0,9575.0,18369.5,,
Las Positas College,Las Positas College,"3000 Campus Hill Drive, Livermore, California 94551-7650",City: Small,No,9111425.0,3022.0,173528.00 ,5984.00 ,8706,0,377,2,Public,CA,94551,Livermore,Alameda County,7413.5,1143.5,0,0,0,0,0.0,21233.75,,
Lassen Community College,Lassen Community College,"478-200 Hwy 139, Susanville, California 96130",Rural: Fringe,Yes,2805801.0,1292.0,296019.00 ,5286.00 ,2526,0,116,2,Public,CA,96130,Susanville,Lassen County,6677.0,1127.0,0,0,0,0,0.0,14525.5,,
Lawrence Technological University,Lawrence Technological University,"21000 West Ten Mile Road, Southfield, Michigan 48075-1058",City: Small,Yes,22698999.0,14579.0,7046019.00 ,6867.00 ,2137,712,334,4,Privatenot-for-profit,MI,48075,Southfield,Oakland County,0.0,0.0,0,0,0,0,33045.0,48926.0,21366.0,600.0
Lawrence University,Lawrence University,"College Ave, Appleton, Wisconsin 54911",City: Small,Yes,44593651.0,31316.0,4551011.00 ,6142.00 ,1442,0,204,4,Privatenot-for-profit,WI,54911,Appleton,Outagamie County,0.0,0.0,0,0,0,0,46885.5,59397.0,,
Lawson State Community College,Lawson State Community College,"3060 Wilson Rd SW, Birmingham, Alabama 35221-1717",City: Midsize,Yes,13412239.0,4696.0,0.00 ,_,3375,0,202,2,Public,AL,35221,Birmingham,Jefferson County,8310.0,4590.0,0,0,0,0,0.0,14300.0,,
Le Moyne College,Le Moyne College,"1419 Salt Springs Rd, Syracuse, New York 13214-1301",Suburb: Large,Yes,55781750.0,23408.0,10469751.00 ,6411.00 ,2765,561,360,4,Privatenot-for-profit,NY,13214,Syracuse,Onondaga County,0.0,0.0,0,0,0,0,34197.5,50458.75,16524.0,150.0
Lebanon Valley College,Lebanon Valley College,"101 N College Ave, Annville, Pennsylvania 17003-1400",Suburb: Small,Yes,46987244.0,28340.0,8047457.00 ,6469.00 ,1729,186,254,4,Privatenot-for-profit,PA,17003,Annville,Lebanon County,0.0,0.0,0,0,0,0,42822.5,58113.5,47980.0,1140.0
Lee College,Lee College,"511 S Whiting, Baytown, Texas 77520",City: Small,No,7467299.0,2766.0,1648514.00 ,5909.00 ,7516,0,341,2,Public,TX,77520,Baytown,Harris County,0.0,0.0,0,0,0,0,0.0,15607.75,,
Lee University,Lee University,"1120 N Ocoee St, Cleveland, Tennessee 37311",City: Small,Yes,41187886.0,10888.0,22848882.00 ,7052.00 ,4686,503,554,4,Privatenot-for-profit,TN,37311,Cleveland,Bradley County,0.0,0.0,0,0,0,0,17240.0,31162.5,13590.0,200.0
Lees-McRae College,Lees-McRae College,"191 Main Street, Banner Elk, North Carolina 28604",Rural: Distant,Yes,15072693.0,17965.0,4114674.00 ,6051.00 ,848,0,114,4,Privatenot-for-profit,NC,28604,Banner Elk,Watauga County,0.0,0.0,0,0,0,0,26007.25,42626.5,9000.0,150.0
Lehigh Carbon Community College,Lehigh Carbon Community College,"4525 Education Park Dr, Schnecksville, Pennsylvania 18078-2598",Suburb: Large,No,14807044.0,4880.0,22754853.00 ,6360.00 ,6843,0,479,2,Public,PA,18078,Schnecksville,Lehigh County,10687.5,7372.5,0,0,0,0,0.0,13257.5,,
Lehigh University,Lehigh University,"27 Memorial Drive West, Bethlehem, Pennsylvania 18015",City: Small,Yes,106493460.0,41181.0,11281572.00 ,5867.00 ,5178,1775,653,4,Privatenot-for-profit,PA,18015,Bethlehem,Northampton County,0.0,0.0,0,0,0,0,51807.5,67265.0,27000.0,130.0
Lenoir Community College,Lenoir Community College,"231 Highway 58 South, Kinston, North Carolina 28502-0188",Town: Distant,No,6778317.0,5838.0,0.00 ,_,2526,0,333,2,Public,NC,28502,Kinston,Lenoir County,8704.75,2560.75,0,0,0,0,0.0,15826.75,,
Lenoir-Rhyne University,Lenoir-Rhyne University,"625 7th Avenue NE, Hickory, North Carolina 28601",City: Small,Yes,43933116.0,27771.0,7592464.00 ,6896.00 ,1846,896,285,4,Privatenot-for-profit,NC,28601,Hickory,Catawba County,0.0,0.0,0,0,0,0,35870.0,52072.5,10980.0,0.0
Lesley University,Lesley University,"29 Everett St, Cambridge, Massachusetts 02138-2790",City: Midsize,Yes,21123856.0,11638.0,10243233.00 ,7006.00 ,2128,2382,571,4,Privatenot-for-profit,MA,2138,Cambridge,Middlesex County,0.0,0.0,0,0,0,0,27350.0,48060.0,18540.0,150.0
LeTourneau University,LeTourneau University,"2100 S Mobberly Ave, Longview, Texas 75602",City: Small,Yes,25799314.0,17327.0,9139207.00 ,8052.00 ,2862,288,281,4,Privatenot-for-profit,TX,75602,Longview,Gregg County,0.0,0.0,0,0,0,0,29820.0,43945.5,18618.0,0.0
Lewis & Clark College,Lewis & Clark College,"0615 S W Palatine Hill Rd, Portland, Oregon 97219-7899",City: Large,Yes,55274371.0,30024.0,8238817.00 ,6270.00 ,1935,1288,434,4,Privatenot-for-profit,OR,97219,Portland,Multnomah County,0.0,0.0,0,0,0,0,49899.0,65259.5,17046.0,0.0
Lewis and Clark Community College,Lewis and Clark Community College,"5800 Godfrey Rd, Godfrey, Illinois 62035",Suburb: Small,No,6833545.0,4355.0,5322521.00 ,5668.00 ,6413,0,319,2,Public,IL,62035,Godfrey,Madison County,13645.0,10389.0,0,0,0,0,0.0,14587.0,,
Lewis University,Lewis University,"One University Parkway, Romeoville, Illinois 60446-2200",Suburb: Large,Yes,63196356.0,16609.0,17623998.00 ,7127.00 ,4274,2085,562,4,Privatenot-for-profit,IL,60446,Romeoville,Will County,0.0,0.0,0,0,0,0,31795.0,46069.5,14400.0,150.0
Lewis-Clark State College,Lewis-Clark State College,"500 8th Ave, Lewiston, Idaho 83501-2698",City: Small,Yes,13417139.0,6475.0,9228384.00 ,6472.00 ,3748,0,251,4,Public,ID,83501,Lewiston,Nez Perce County,18811.0,6513.5,0,0,0,0,0.0,17456.5,,
Liberty University,Liberty University,"1971 University Blvd, Lynchburg, Virginia 24515",City: Small,Yes,243044503.0,7550.0,195848548.00 ,7526.00 ,47025,38561,2712,4,Privatenot-for-profit,VA,24515,Lynchburg,Lynchburg City,0.0,0.0,0,0,0,0,21983.25,39265.25,7980.0,420.0
Life Pacific College,Life Pacific University,"1100 W. Covina Blvd., San Dimas, California 91773-3298",Suburb: Large,Yes,3635006.0,8573.0,2519776.00 ,6885.00 ,459,93,57,4,Privatenot-for-profit,CA,91773,San Dimas,Los Angeles County,0.0,0.0,0,0,0,0,15317.0,28838.5,9000.0,175.0
Life University,Life University,"1269 Barclay Circle, Marietta, Georgia 30060",City: Small,Yes,4333400.0,5679.0,4963000.00 ,9417.00 ,879,1845,200,4,Privatenot-for-profit,GA,30060,Marietta,Cobb County,0.0,0.0,0,0,0,0,12183.0,38583.0,7667.0,1491.0
Limestone College,Limestone College,"1115 College Drive, Gaffney, South Carolina 29340-3799",Town: Fringe,Yes,20895292.0,11050.0,17391012.00 ,10218.00 ,2116,90,93,4,Privatenot-for-profit,SC,29340,Gaffney,Cherokee County,0.0,0.0,0,0,0,0,25062.5,41089.0,12350.0,150.0
Lincoln Christian University,Lincoln Christian University,"100 Campus View Drive, Lincoln, Illinois 62656-2111",Town: Distant,Yes,2637436.0,7326.0,1431770.00 ,5773.00 ,378,294,65,4,Privatenot-for-profit,IL,62656,Lincoln,Logan County,0.0,0.0,0,0,0,0,13207.5,26530.5,8154.0,0.0
Lincoln College,Lincoln Christian University,"100 Campus View Drive, Lincoln, Illinois 62656-2111",Town: Distant,Yes,2637436.0,7326.0,1431770.00 ,5773.00 ,378,294,65,4,Privatenot-for-profit,IL,62656,Lincoln,Logan County,0.0,0.0,0,0,0,0,13207.5,26530.5,8154.0,0.0
Lincoln Land Community College,Lincoln Land Community College,"5250 Shepherd Rd, Springfield, Illinois 62794-9256",City: Midsize,No,13763018.0,5111.0,6612194.00 ,5506.00 ,5446,0,263,2,Public,IL,62794,Springfield,Sangamon County,9210.0,6228.0,0,0,0,0,0.0,15991.0,,
Lincoln Memorial University,Lincoln Memorial University,"6965 Cumberland Gap Pkwy, Harrogate, Tennessee 37752-9900",Town: Distant,Yes,29508837.0,16064.0,12415425.00 ,9572.00 ,1975,2892,627,4,Privatenot-for-profit,TN,37752,Harrogate,Claiborne County,0.0,0.0,0,0,0,0,21802.5,37277.75,18093.0,30.0
Lincoln Trail College,Lincoln Trail College,"11220 State Hwy 1, Robinson, Illinois 62454",Rural: Fringe,No,2869506.0,3441.0,613524.00 ,5029.00 ,797,0,45,2,Public,IL,62454,Robinson,Crawford County,11735.0,9735.25,0,0,0,0,0.0,17745.0,,
Lincoln University ,Abraham Lincoln University,All programs offered completely via Distance education,City: Midsize,No,80919.0,6225.0,101750.00 ,10175.00 ,54,171,17,4,Privatefor-profit,,None,,,0.0,0.0,0,0,0,0,6177.0,24391.0,4800.0,258.0
Lincoln University ,Lincoln University,"820 Chestnut Street, Jefferson City, Missouri 65101",City: Small,Yes,11497919.0,7870.0,8176601.00 ,5313.00 ,2323,113,179,4,Public,MO,65101,Jefferson City,Cole County,0.0,0.0,0,0,0,0,0.0,19566.5,,
Lincoln University ,Lincoln University,"1570 Baltimore Pike, Lincoln University, Pennsylvania 19352-0999",Suburb: Large,Yes,18744988.0,10328.0,12849384.00 ,7272.00 ,2040,201,199,4,Public,PA,19352,Lincoln University,Chester County,0.0,0.0,0,0,0,0,0.0,25382.75,,
Lindenwood University,Lindenwood University,"209 S Kingshighway, Saint Charles, Missouri 63301-1695",City: Small,Yes,54485091.0,9466.0,30903425.00 ,7621.00 ,5654,2738,1160,4,Privatenot-for-profit,MO,63301,Saint Charles,St. Charles County,0.0,0.0,0,0,0,0,17248.0,30573.0,18000.0,100.0
Lindsey Wilson College,Lindsey Wilson College,"210 Lindsey Wilson St, Columbia, Kentucky 42728-1223",Town: Remote,Yes,38891922.0,19672.0,8618048.00 ,6086.00 ,2019,572,192,4,Privatenot-for-profit,KY,42728,Columbia,Adair County,0.0,0.0,0,0,0,0,24552.0,40102.5,8735.0,165.0
Linfield College,Linfield College-McMinnville Campus,"900 SE Baker, McMinnville, Oregon 97128-6894",Town: Distant,Yes,40776384.0,30728.0,6089829.00 ,6729.00 ,1414,0,245,4,Privatenot-for-profit,OR,97128,Mcminnville,Yamhill County,0.0,0.0,0,0,0,0,42322.75,57475.25,,
Linn-Benton Community College,Linn-Benton Community College,"6500 Pacific Blvd SW, Albany, Oregon 97321",City: Small,No,12497589.0,5314.0,10772123.00 ,5640.00 ,5533,0,460,2,Public,OR,97321,Albany,Linn County,10875.0,4817.5,0,0,0,0,0.0,18706.75,,
Lipscomb University,Lipscomb University,"One University Park Drive, Nashville, Tennessee 37204-3951",City: Large,Yes,41917921.0,17459.0,12798859.00 ,8742.00 ,2859,1736,536,4,Privatenot-for-profit,TN,37204,Nashville,Davidson County,0.0,0.0,0,0,0,0,31564.0,48695.0,18414.0,0.0
Little Big Horn College,Little Big Horn College,"8645 South Weaver Drive, Crow Agency, Montana 59022",Rural: Remote,No,883107.0,5734.0,0.00 ,_,261,0,15,2,Public,MT,59022,Crow Agency,Big Horn County,0.0,0.0,0,0,0,0,3200.0,11635.0,,
Little Priest Tribal College,Little Priest Tribal College,"601 E. College Drive, Winnebago, Nebraska 68071-0270",Rural: Distant,Yes,424156.0,4158.0,0.00 ,_,133,0,25,2,Public,NE,68071,Winnebago,Thurston County,0.0,0.0,0,0,0,0,5177.5,16632.5,,
Livingstone College,Livingstone College,"701 W Monroe St, Salisbury, North Carolina 28144",Suburb: Midsize,Yes,12115727.0,10827.0,8255856.00 ,7759.00 ,1122,0,80,4,Privatenot-for-profit,NC,28144,Salisbury,Rowan County,0.0,0.0,0,0,0,0,18029.75,28024.75,,
Lock Haven University,Lock Haven University,"401 North Fairview Street, Lock Haven, Pennsylvania 17745-2390",Town: Distant,Yes,11357638.0,5637.0,15288988.00 ,6627.00 ,2748,410,216,4,Public,PA,17745,Lock Haven,Clinton County,20195.25,10640.25,9288,13932,3231,3231,0.0,26520.0,,
Logan University,Logan University,"1851 Schoettler Rd, Chesterfield, Missouri 63017",Suburb: Large,No,503019.0,4980.0,938474.00 ,7004.00 ,256,1408,135,4,Privatenot-for-profit,MO,63017,Chesterfield,St. Louis County,0.0,0.0,0,0,0,0,6792.5,24558.5,9900.0,100.0
Lone Star College system,Lone Star College System,"5000 Research Forest Drive, The Woodlands, Texas 77381-4399",City: Small,No,81333686.0,3835.0,27193994.00 ,4017.00 ,74300,0,3701,2,Public,TX,77381,Spring,Montgomery County,4529.0,3689.75,0,0,0,0,0.0,19576.75,,
Long Beach City College,Long Beach City College,"4901 E. Carson St., Long Beach, California 90808-1706",City: Large,No,51913743.0,3333.0,2181359.00 ,6360.00 ,24127,0,1025,2,Public,CA,90808,Long Beach,Los Angeles County,8319.0,1275.0,0,0,0,0,0.0,21503.0,,
Longwood University,Longwood University,"201 High St, Farmville, Virginia 23909",Town: Remote,Yes,22163475.0,8310.0,15147008.00 ,6609.00 ,3859,609,328,4,Public,VA,23909,Farmville,Prince Edward County,28277.5,12955.0,6480,17910,2502,2502,0.0,27419.5,,
Longy School of Music of Bard College,Longy School of Music of Bard College,"27 Garden Street, Cambridge, Massachusetts 02138",City: Midsize,No,737919.0,22361.0,57398.00 ,7175.00 ,37,218,151,4,Privatenot-for-profit,MA,2138,Cambridge,Middlesex County,0.0,0.0,0,0,0,0,41793.75,56183.75,43750.0,980.0
Lorain County Community College,Lorain County Community College,"1005 North Abbe Rd, Elyria, Ohio 44035-1691",City: Small,No,21692771.0,2847.0,7821602.00 ,5335.00 ,10206,0,605,4,"primarilyassociate's,Public",OH,44035,Elyria,Lorain County,7710.0,3928.0,0,0,0,0,0.0,10406.75,,
Loras College,Loras College,"1450 Alta Vista, Dubuque, Iowa 52004-0178",City: Small,Yes,30576521.0,22335.0,6240844.00 ,6535.00 ,1333,83,130,4,Privatenot-for-profit,IA,52004,Dubuque,Dubuque County,0.0,0.0,0,0,0,0,33453.25,44624.25,10125.0,675.0
Lord Fairfax Community College,Lord Fairfax Community College,"173 Skirmisher Lane, Middletown, Virginia 22645",Rural: Fringe,No,5842155.0,2817.0,2046268.00 ,5003.00 ,6716,0,366,2,Public,VA,22645,Middletown,Frederick County,10592.25,4653.0,0,0,0,0,0.0,18502.0,,
Los Angeles City College,Los Angeles City College,"855 N Vermont Ave, Los Angeles, California 90029",City: Large,No,26164768.0,2962.0,3803211.00 ,7714.00 ,14937,0,571,2,Public,CA,90029,Los Angeles,Los Angeles County,7733.0,1220.0,0,0,0,0,0.0,21245.0,,
Los Angeles Harbor College,Los Angeles Harbor College,"1111 Figueroa Place, Wilmington, California 90744-2397",City: Large,No,13874346.0,2990.0,352434.00 ,6293.00 ,8694,0,348,2,Public,CA,90744,Wilmington,Los Angeles County,7642.0,1220.0,0,0,0,0,0.0,21245.0,,
Los Angeles Mission College,Los Angeles Mission College,"13356 Eldridge Avenue, Sylmar, California 91342-3200",City: Large,No,14165369.0,2531.0,852097.00 ,7746.00 ,10128,0,374,2,Public,CA,91342,Sylmar,Los Angeles County,7733.0,1220.0,0,0,0,0,0.0,21245.0,,
Los Angeles Mission College,Los Angeles Mission College,"13356 Eldridge Avenue, Sylmar, California 91342-3200",City: Large,No,14165369.0,2531.0,852097.00 ,7746.00 ,10128,0,374,2,Public,CA,91342,Sylmar,Los Angeles County,7733.0,1220.0,0,0,0,0,0.0,21245.0,,
Los Angeles Pacific University,Los Angeles Pacific University,All programs offered completely via Distance education,Suburb: Large,No,4447817.0,3915.0,9521163.00 ,6738.00 ,1619,334,143,4,Privatenot-for-profit,,None,,,0.0,0.0,0,0,0,0,10350.0,26031.0,10800.0,0.0
Los Angeles Pierce College,Los Angeles Pierce College,"6201 Winnetka Ave, Woodland Hills, California 91371-0002",City: Large,No,32409771.0,3149.0,4604113.00 ,7938.00 ,18765,0,689,2,Public,CA,91371,Woodland Hills,Los Angeles County,7791.0,1220.0,0,0,0,0,0.0,21245.0,,
Los Angeles Southwest College,Los Angeles Southwest College,"1600 W. Imperial Hwy., Los Angeles, California 90047-4899",Suburb: Large,No,11566974.0,3113.0,1042057.00 ,8141.00 ,6409,0,320,2,Public,CA,90047,Los Angeles,Los Angeles County,7733.0,1220.0,0,0,0,0,0.0,21245.0,,
