Name,Control,State,Plan,2018 Fall Enrollment,Known_Cases_in_County_per_100k_Residents,lat,lng
U. of Washington,Public,WA,Primarily online,47400.0,717,47.65533509999999,-122.3035199
U. of Washington at Bothell,Public,WA,TBD,5970.0,717,47.7589,-122.1906495
U. of Washington at Tacoma,Public,WA,Primarily in person,5354.0,596,47.2450749,-122.4380389
U. of West Alabama,Public,AL,TBD,5200.0,2803,32.5971376,-88.1869512
U. of West Florida,Public,FL,Hybrid,12847.0,2570,30.5491387,-87.21858619999999
U. of West Georgia,Public,GA,Primarily in person,13733.0,1497,33.5718249,-85.1032441
U. of Wisconsin at Eau Claire,Public,WI,Primarily in person,11604.0,488,44.7986037,-91.5013548
U. of Wisconsin at Green Bay,Public,WI,Primarily online,8566.0,1543,44.531177,-87.9210686
U. of Wisconsin at La Crosse,Public,WI,Primarily online,10597.0,697,43.8173959,-91.2311624
U. of Wisconsin at Madison,Public,WI,Primarily in person,43463.0,792,43.076592,-89.4124875
U. of Wisconsin at Milwaukee,Public,WI,Hybrid,27012.0,2067,43.078263,-87.8819686
U. of Wisconsin at Oshkosh,Public,WI,Primarily online,16410.0,621,44.0262095,-88.55081559999999
U. of Wisconsin at Platteville,Public,WI,Primarily online,8955.0,633,42.7323728,-90.4871294
U. of Wisconsin at River Falls,Public,WI,Primarily online,6135.0,409,44.8530003,-92.6222324
U. of Wisconsin at Stevens Point,Public,WI,Primarily online,9086.0,501,44.52944910000001,-89.57137759999999
U. of Wisconsin at Superior,Public,WI,Primarily online,2603.0,306,46.7177476,-92.0881522
U. of Wisconsin at Whitewater,Public,WI,Primarily online,13059.0,1201,42.8411986,-88.7430845
U. of Wisconsin-Parkside,Public,WI,Primarily online,4295.0,1470,42.6439962,-87.8522648
U. of Wisconsin-Stout,Public,WI,Primarily online,8770.0,236,44.8716186,-91.9267041
U. of Wyoming,Public,WY,Primarily in person,12450.0,228,41.3148754,-105.5665744
U.S. Merchant Marine Academy,Public,NY,TBD,1015.0,3194,40.8129628,-73.7625503
U.T.A. Mesivta of Kiryas Joel,Private,NY,Other,1940.0,2933,41.3450468,-74.1747357
Ulster County Community College,Public,NY,TBD,3554.0,1131,41.85084490000001,-74.13074089999999
Ultimate Medical Academy at Clearwater,Private,FL,Fully online,18893.0,1751,27.9652556,-82.78555589999999
Umpqua Community College,Public,OR,TBD,2703.0,122,43.289522,-123.3332471
Union Bible College,Private,IN,TBD,61.0,787,40.0385958,-86.12682
Union College (Ky.),Private,KY,Primarily in person,1333.0,639,36.8700703,-83.88928140000002
Union College (N.Y.),Private,NY,Hybrid,2197.0,668,42.81771250000001,-73.9295987
Union College (Neb.),Private,NE,Primarily in person,807.0,985,40.7734008,-96.6524091
Union County College,Public,NJ,Primarily in person,9412.0,2997,40.6660061,-74.3228022
Union Institute & U.,Private,OH,Fully online,925.0,1122,39.1271049,-84.5001372
Union U.,Private,TN,TBD,3247.0,910,37.2242358,-95.7083131
United Talmudical Seminary,Private,NY,Other,2756.0,2406,40.70773490000001,-73.8645729
United Tribes Technical College,Private,ND,Primarily in person,429.0,1025,46.7686951,-100.7607133
Unity College,Private,ME,Fully online,814.0,157,44.6033491,-69.3308352
University of Saint Katherine,Private,CA,Other,187.0,905,33.15126,-117.196573
Upper Iowa U.,Private,IA,Primarily in person,4392.0,386,42.8410079,-91.7998459
Urban College of Boston,Private,MA,Fully online,931.0,2697,42.35219130000001,-71.06311629999999
Urbana U.,Private,OH,TBD,587.0,270,40.1000204,-83.76174739999999
Ursinus College,Private,PA,Primarily in person,1435.0,1198,40.1915099,-75.4558588
Ursuline College,Private,OH,Primarily online,1073.0,1009,41.4938332,-81.4650273
Utah State U.,Public,UT,Primarily in person,27932.0,1494,41.7454413,-111.8096882
Utah Valley U.,Public,UT,Hybrid,39931.0,1346,40.2787626,-111.7153739
Utica College,Private,NY,Hybrid,5196.0,904,43.0949906,-75.2711748
Valdosta State U.,Public,GA,Primarily in person,11211.0,2593,30.8489491,-83.2892064
Valencia College,Public,FL,Primarily online,46521.0,2248,28.5217922,-81.46357669999999
Valley City State U.,Public,ND,TBD,1547.0,305,46.9165916,-98.0122299
Valley Forge Military College,Private,PA,Primarily in person,306.0,1562,40.0533971,-75.3821423
Valor Christian College,Private,OH,TBD,303.0,1341,39.8915546,-82.8297042
Valparaiso U.,Private,IN,Primarily in person,3786.0,699,41.4639394,-87.04388929999999
Vance-Granville Community College,Public,NC,TBD,3063.0,1643,36.324434,-78.48824599999999
Vanderbilt U.,Private,TN,Primarily in person,12824.0,2825,36.1447034,-86.8026551
VanderCook College of Music,Private,IL,TBD,146.0,2043,41.8367719,-87.6291633
Vanguard U. of Southern California,Private,CA,TBD,2169.0,1182,33.6616914,-117.9011209
Vassar College,Private,NY,Hybrid,2456.0,1538,41.686229,-73.8972957
Vaughn College of Aeronautics and Technology,Private,NY,Hybrid,1542.0,2963,40.768034,-73.88192099999999
Ventura College,Public,CA,Fully online,13312.0,866,34.2771419,-119.2311201
Vermilion Community College,Public,MN,Primarily online,660.0,213,47.9052946,-91.8379661
Vermont Technical College,Public,VT,TBD,1638.0,55,43.938717,-72.604721
Vernon College,Public,TX,Primarily in person,3054.0,387,34.1601541,-99.3191512
Victor Valley College,Public,CA,TBD,12231.0,1544,34.4737999,-117.2611356
Victoria College,Public,TX,Primarily online,3860.0,3483,28.8162396,-96.9791327
Villa Maria College of Buffalo,Private,NY,TBD,544.0,932,42.9127719,-78.7973749
Villanova U.,Private,PA,Primarily in person,11030.0,1562,40.0378952,-75.34333149999999
Vincennes U.,Public,IN,Fully in person,17481.0,345,38.6838421,-87.52118689999999
Virginia Baptist College,Private,IN,Fully online,210.0,931,38.2906194,-77.5313695
Virginia Commonwealth U.,Public,VA,Primarily in person,30697.0,1316,37.5483122,-77.4526805
Virginia Highlands Community College,Public,VA,Primarily online,2387.0,333,36.6989735,-82.00143469999999
Virginia International U.,Private,VA,TBD,282.0,1379,38.84932080000001,-77.3477423
Virginia Military Institute,Public,VA,Primarily in person,1685.0,450,37.79151,-79.435352
Virginia State U.,Public,VA,Hybrid,4385.0,1184,37.2384613,-77.41987209999999
Virginia Tech,Public,VA,Primarily in person,34683.0,286,37.22838429999999,-80.42341669999999
Virginia U. of Lynchburg,Private,VA,TBD,298.0,573,37.3952218,-79.15157219999999
Virginia Union U.,Private,VA,TBD,1552.0,1316,37.5626214,-77.4513784
Virginia Wesleyan U.,Private,VA,TBD,1437.0,955,36.8674624,-76.1866644
Virginia Western Community College,Public,VA,Primarily online,6827.0,906,37.246308,-79.9737354
Visible Music College,Private,TN,TBD,172.0,2273,35.1445531,-90.04930309999999
Viterbo U.,Private,WI,Primarily online,2598.0,697,43.8022727,-91.240364
Volunteer State Community College,Public,TN,Primarily online,9154.0,1761,36.362364,-86.49726299999999
Voorhees College,Private,SC,Fully online,491.0,3007,33.3072977,-81.13000880000001
Wabash College,Private,IN,Primarily in person,882.0,883,40.0369332,-86.90667119999999
Wabash Valley College,Public,IL,TBD,2777.0,277,38.4279423,-87.7790661
Wagner College,Private,NY,Hybrid,2218.0,3123,40.6149557,-74.09438229999999
Wake Forest U.,Private,NC,Primarily in person,8401.0,1325,36.1355052,-80.2791958
Wake Technical Community College,Public,NC,Primarily online,21872.0,1062,35.6515968,-78.70471789999999
Walla Walla Community College,Public,WA,TBD,3860.0,697,46.07843829999999,-118.2755396
Walla Walla U.,Private,WA,Fully in person,1854.0,697,46.0464498,-118.3915808
Wallace State Community College at Hanceville (Ala.),Public,AL,TBD,5057.0,1431,34.0723998,-86.7818101
Walsh U.,Private,OH,Primarily in person,2779.0,450,40.873658,-81.36965599999999
Walters State Community College,Public,TN,Primarily online,6144.0,1909,36.2136422,-83.2615756
Warner Pacific U.,Private,OR,TBD,368.0,557,45.50615190000001,-122.5931187
Warner Pacific U. Adult Degree Program,Private,OR,TBD,387.0,557,45.5037643,-122.5626099
Warner U.,Private,FL,TBD,1116.0,1943,27.8266323,-81.59665700000001
Warren County Community College,Public,NJ,TBD,3496.0,1251,40.7447433,-75.0182533
Warren Wilson College,Private,NC,Primarily in person,741.0,664,35.611126,-82.44227910000001
Wartburg College,Private,IA,Primarily in person,1498.0,755,42.7287897,-92.4832333
Washburn U.,Public,KS,Hybrid,6571.0,797,39.0334661,-95.70195369999999
Washington & Jefferson College,Private,PA,Primarily in person,1357.0,364,40.1706389,-80.24029689999999
Washington Adventist U.,Private,MD,TBD,1131.0,1707,38.9859841,-77.000621
Washington and Lee U.,Private,VA,Primarily in person,2223.0,450,37.7898776,-79.4458935
Washington College,Private,MD,Primarily in person,1367.0,1199,39.2180241,-76.0692262
Washington County Community College,Public,ME,Primarily online,380.0,28,45.16595909999999,-67.2428512
Washington State Community College (Ohio),Public,OH,TBD,1797.0,325,39.4308401,-81.43399
Washington State U.,Public,WA,Primarily online,31478.0,179,46.7319225,-117.1542121
Washington U. in St. Louis,Private,MO,Primarily online,15852.0,1300,38.6487895,-90.31079620000001
Washtenaw Community College,Public,MI,Fully online,12264.0,657,42.2634903,-83.6655609
"Watkins College of Art, Design & Film",Private,TN,TBD,193.0,2825,36.1946217,-86.8059529
Waubonsee Community College,Public,IL,Primarily online,9176.0,1733,41.7952983,-88.4584655
Waukesha County Technical College,Public,WI,Primarily online,7961.0,918,43.0725256,-88.2544838
Wave Leadership College,Private,VA,Fully in person,65.0,955,36.8646428,-76.0431423
Wayland Baptist U.,Private,TX,Primarily in person,4504.0,3474,34.1871726,-101.7279654
Wayne Community College,Public,NC,Primarily online,3238.0,1865,35.4031159,-77.9453958
Wayne County Community College District,Public,MI,Primarily online,14957.0,1546,42.327322,-83.05444299999999
Wayne State College,Public,NE,TBD,3633.0,374,42.2399046,-97.01311559999999
Wayne State U.,Public,MI,Primarily online,27025.0,1546,42.3591388,-83.06654619999999
Waynesburg U.,Private,PA,Primarily in person,1674.0,291,39.8993841,-80.1862007
Weatherford College,Public,TX,Primarily in person,6389.0,824,32.7412919,-97.79257559999999
Webb Institute,Private,NY,Primarily in person,104.0,3194,40.8845864,-73.6440549
Webber International U.,Private,FL,TBD,694.0,1943,27.8377618,-81.5314696
Weber State U.,Public,UT,Hybrid,28247.0,1044,41.19246820000001,-111.9444959
Webster U.,Private,MO,Primarily in person,11406.0,1300,38.5892883,-90.34376669999999
Welch College,Private,TN,Fully in person,403.0,1761,36.3671469,-86.5490876
Wellesley College,Private,MA,Primarily in person,2534.0,1481,42.2935733,-71.3059277
Wells College,Private,NY,TBD,471.0,190,42.7442687,-76.6965816
Wenatchee Valley College,Public,WA,TBD,3444.0,1496,47.4305083,-120.3355336
Wentworth Institute of Technology,Private,MA,Hybrid,4516.0,2697,42.3361063,-71.09565959999999
Wesley College (Del.),Private,DE,Hybrid,1351.0,1258,39.163227,-75.527717
Wesleyan College (Ga.),Private,GA,Primarily in person,765.0,2052,32.8745862,-83.71246889999999
Wesleyan U. (Conn.),Private,CT,Hybrid,3217.0,843,41.5566104,-72.65690409999999
West Chester U. of Pennsylvania,Public,PA,Primarily online,17527.0,946,39.9533579,-75.5983935
West Georgia Technical College-Murphy Campus,Public,GA,TBD,7184.0,663,33.691636,-85.1835894
West Hills College Coalinga (Calif.),Public,CA,TBD,4623.0,1542,36.1478043,-120.3570364
West Hills College Lemoore (Calif.),Public,CA,Hybrid,4239.0,2919,36.2923855,-119.8238254
West Kentucky Community and Technical College,Public,KY,Primarily online,6193.0,506,37.054032,-88.6587828
West Liberty U.,Public,WV,Primarily in person,2526.0,592,40.16390519999999,-80.600651
West Los Angeles College,Public,CA,Fully online,11743.0,1903,34.0042282,-118.3871555
West Shore Community College,Public,MI,Primarily online,1042.0,336,44.0085955,-86.33608389999999
West Texas A&M U.,Public,TX,Primarily in person,10029.0,1197,34.9816909,-101.9160329
West Valley College,Public,CA,Primarily online,7823.0,553,37.2633548,-122.0105466
West Virginia Northern Community College,Public,WV,Primarily online,1541.0,592,40.0633995,-80.7212375
West Virginia State U.,Public,WV,Hybrid,3692.0,443,38.3789586,-81.7665882
West Virginia U.,Public,WV,Primarily in person,26864.0,870,39.6480359,-79.9697147
West Virginia U. at Parkersburg,Public,WV,TBD,2403.0,275,39.2165732,-81.50699390000001
West Virginia U. Institute of Technology,Public,WV,Primarily in person,1755.0,248,37.7764405,-81.1838025
West Virginia Wesleyan College,Private,WV,Primarily in person,1294.0,154,38.990005,-80.2196586
Westchester Community College,Public,NY,Primarily online,11535.0,3716,41.0658916,-73.7895554
Western Carolina U.,Public,NC,Hybrid,11639.0,932,35.3093802,-83.18442209999999
Western Connecticut State U.,Public,CT,Primarily in person,5642.0,1884,41.4003372,-73.4462156
Western Dakota Technical Institute,Public,SD,TBD,1061.0,756,44.0771479,-103.1801307
Western Governors U.,Private,UT,Fully online,121437.0,1732,40.6849285,-111.8700525
Western Illinois U.,Public,IL,Primarily in person,8502.0,415,40.4766148,-90.68435989999999
Western Iowa Tech Community College,Public,IA,Primarily online,5674.0,3547,42.483421,-96.34792
Western Kentucky U.,Public,KY,Hybrid,19456.0,1920,36.983537,-86.4573752
Western Michigan U.,Public,MI,Primarily in person,22562.0,591,42.2826709,-85.6146739
Western Nebraska Community College,Public,NE,TBD,1825.0,792,41.87543609999999,-103.6431347
Western Nevada College,Public,NV,Primarily online,3327.0,575,39.18545719999999,-119.7901185
Western New England U.,Private,MA,Primarily in person,3780.0,1592,42.1161985,-72.52133359999999
Western New Mexico U.,Public,NM,TBD,3248.0,239,32.7754152,-108.282934
Western Oklahoma State College,Public,OK,TBD,1278.0,1915,34.6686396,-99.33619209999999
Western Oregon U.,Public,OR,Primarily in person,5185.0,364,44.8536352,-123.238847
Western Piedmont Community College,Public,NC,TBD,1779.0,1734,35.722127,-81.687781
Western State Colorado U.,Public,CO,Primarily in person,3034.0,1536,38.54786199999999,-106.9179434
Western Technical College (Wis.),Public,WI,Primarily online,4004.0,697,43.81537910000001,-91.246004
Western Texas College,Public,TX,TBD,2179.0,2512,32.6787767,-100.9139147
Western Washington U.,Public,WA,Primarily online,16121.0,425,48.7342877,-122.4866103
Western Wyoming Community College,Public,WY,Primarily in person,3183.0,560,41.5911812,-109.23703
Westfield State U.,Public,MA,TBD,6100.0,1592,42.1318254,-72.7941529
Westminster College (Mo.),Private,MO,Primarily online,717.0,279,38.8483122,-91.9550774
Westminster College (Pa.),Private,PA,Primarily in person,1269.0,393,41.119859,-80.332286
Westminster College (Utah),Private,UT,Primarily in person,2477.0,1732,40.7322206,-111.8549815
Westmont College,Private,CA,Hybrid,1277.0,1390,34.4488434,-119.6610313
Westmoreland County Community College,Public,PA,TBD,4848.0,405,40.2345576,-79.5659062
Wharton County Junior College,Public,TX,TBD,6768.0,1502,29.32383789999999,-96.08577179999999
Whatcom Community College,Public,WA,Primarily online,4263.0,425,48.7952623,-122.4938545
Wheaton College (Ill.),Private,IL,TBD,2944.0,1231,41.8685058,-88.0996112
Wheaton College (Mass.),Private,MA,Hybrid,1760.0,1633,41.9672523,-71.1840051
Wheeling Jesuit U.,Private,WV,TBD,1171.0,592,40.0711202,-80.6906317
White Earth Tribal and Community College,Private,MN,TBD,106.0,418,47.3173991,-95.9540375
White Mountains Community College,Public,NH,TBD,699.0,50,44.5034369,-71.15839509999999
Whitman College,Private,WA,Fully online,1475.0,697,46.07057990000001,-118.3306351
Whittier College,Private,CA,Primarily online,1852.0,1903,33.9788165,-118.0322968
Whitworth U.,Private,WA,Primarily in person,2776.0,776,47.75487280000001,-117.4178623
Wichita State U.,Public,KS,Primarily in person,15778.0,837,37.7186367,-97.29414140000002
Widener U.,Private,PA,Primarily in person,6621.0,1562,39.8615634,-75.3576412
Wilberforce U.,Private,OH,TBD,672.0,373,39.710391,-83.879407
Wiley College,Private,TX,Fully online,1003.0,930,32.5384595,-94.3752124
Wilkes Community College,Public,NC,TBD,2601.0,1072,36.137135,-81.1827753
Wilkes U.,Private,PA,Primarily online,5132.0,1046,41.2449585,-75.8883633
Willamette U.,Private,OR,Hybrid,2363.0,795,44.93513919999999,-123.030743
William Carey U.,Private,MS,Primarily online,5042.0,2160,31.3039491,-89.2923028
William Jessup U.,Private,CA,TBD,1695.0,507,38.8203949,-121.292457
William Jewell College,Private,MO,Primarily online,808.0,376,39.2473119,-94.412117
William Paterson U. of New Jersey,Public,NJ,Primarily in person,10198.0,3471,40.9477325,-74.19731089999999
William Peace U.,Private,NC,Fully in person,910.0,1062,35.78948099999999,-78.637391
William Penn U.,Private,IA,TBD,1279.0,608,41.3087995,-92.64718599999999
William Woods U.,Private,MO,Hybrid,2302.0,279,38.8624839,-91.949568
Williams Baptist College,Private,AR,TBD,496.0,1110,36.1261107,-90.93896029999999
Williams College,Private,MA,Primarily in person,2149.0,516,42.7128843,-73.20313949999999
Williamsburg Technical College,Public,SC,TBD,737.0,2875,33.6569786,-79.8175964
Williamson Christian College,Private,TN,TBD,47.0,1477,35.9559056,-86.8283222
Williston State College,Public,ND,TBD,1124.0,675,48.1587624,-103.6130439
Wilmington College (Ohio),Private,OH,TBD,1260.0,349,39.4447895,-83.8181626
Wilmington U. (Del.),Private,DE,Fully online,14786.0,1237,39.6820414,-75.5864299
Wilson College (Pa.),Private,PA,Fully online,1499.0,833,39.9497297,-77.6495643
Wilson Community College,Public,NC,TBD,1692.0,1720,35.7300828,-77.8958157
Wingate U.,Private,NC,Primarily in person,3689.0,1236,34.9858972,-80.4430557
Winona State U.,Public,MN,Primarily online,7792.0,482,44.0473997,-91.6432837
Winston-Salem State U.,Public,NC,Hybrid,5190.0,1325,36.0891924,-80.22530739999999
Winthrop U.,Public,SC,Hybrid,5813.0,1220,34.9395529,-81.03166809999999
Wiregrass Georgia Technical College,Public,GA,Fully in person,4773.0,2593,30.8894495,-83.35338759999999
Wisconsin Indianhead Technical College,Public,WI,Primarily online,2963.0,217,45.4813313,-91.7476435
Wisconsin Lutheran College,Private,WI,Hybrid,1248.0,2067,43.0368332,-88.0226922
Wittenberg U.,Private,OH,Hybrid,1801.0,796,39.9357509,-83.8141833
Wofford College,Private,SC,Primarily in person,1666.0,1237,34.9580657,-81.9344902
Women's Institute of Torah Seminary,Private,MD,Primarily in person,72.0,1883,39.3614385,-76.6992586
Woodbury U.,Private,CA,Primarily online,1173.0,1903,32.6955556,-117.1413889
Woodland Community College,Public,CA,TBD,3666.0,731,38.6583789,-121.7342249
Wor-Wic Community College,Public,MD,Hybrid,3024.0,1267,38.3728114,-75.50060669999999
Worcester Polytechnic Institute,Private,MA,Hybrid,6874.0,1631,42.2743015,-71.8081371
Worcester State U.,Public,MA,Primarily in person,6217.0,1631,42.26781889999999,-71.84412139999999
Workforce Institute's City College,Private,PA,Primarily online,8.0,1644,40.017398,-75.135042
World Mission U.,Private,CA,Other,348.0,1903,34.0649182,-118.2897368
